,Mean,St Dev
0,0.12232878523513542,0.023072745772018215
1,0.12232878523513542,0.023072745772018215
2,0.12232878523513542,0.023072745772018215
3,0.12232878523513542,0.023072745772018215
4,0.12232878523513542,0.023072745772018215
5,0.12232878523513542,0.023072745772018215
6,0.12232878523513542,0.023072745772018215
7,0.12232878523513542,0.023072745772018215
8,0.12232878523513542,0.023072745772018215
9,0.12232878523513542,0.023072745772018215
10,0.12232878523513542,0.023072745772018215
11,0.12232878523513542,0.023072745772018215
12,0.12232878523513542,0.023072745772018215
13,0.12232878523513542,0.023072745772018215
14,0.12232878523513542,0.023072745772018215
15,0.12232878523513542,0.023072745772018215
16,0.12232878523513542,0.023072745772018215
17,0.12232878523513542,0.023072745772018215
18,0.12232878523513542,0.023072745772018215
19,0.12232878523513542,0.023072745772018215
20,0.12232878523513542,0.023072745772018215
21,0.12232878523513542,0.023072745772018215
22,0.12232878523513542,0.023072745772018215
23,0.12232878523513542,0.023072745772018215
24,0.12232878523513542,0.023072745772018215
25,0.12232878523513542,0.023072745772018215
26,0.12232878523513542,0.023072745772018215
27,0.12232878523513542,0.023072745772018215
28,0.12232878523513542,0.023072745772018215
29,0.12232878523513542,0.023072745772018215
30,0.12232878523513542,0.023072745772018215
31,0.12232878523513542,0.023072745772018215
32,0.12232878523513542,0.023072745772018215
33,0.12232878523513542,0.023072745772018215
34,0.12232878523513542,0.023072745772018215
35,0.12232878523513542,0.023072745772018215
36,0.12232878523513542,0.023072745772018215
37,0.12232878523513542,0.023072745772018215
38,0.12232878523513542,0.023072745772018215
39,0.12232878523513542,0.023072745772018215
40,0.12232878523513542,0.023072745772018215
41,0.12232878523513542,0.023072745772018215
42,0.12232878523513542,0.023072745772018215
43,0.12232878523513542,0.023072745772018215
44,0.12232878523513542,0.023072745772018215
45,0.12232878523513542,0.023072745772018215
46,0.12232878523513542,0.023072745772018215
47,0.12232878523513542,0.023072745772018215
48,0.12232878523513542,0.023072745772018215
49,0.12232878523513542,0.023072745772018215
50,0.12232878523513542,0.023072745772018215
51,0.12232878523513542,0.023072745772018215
52,0.12232878523513542,0.023072745772018215
53,0.12232878523513542,0.023072745772018215
54,0.12232878523513542,0.023072745772018215
55,0.12232878523513542,0.023072745772018215
56,0.12232878523513542,0.023072745772018215
57,0.12232878523513542,0.023072745772018215
58,0.12232878523513542,0.023072745772018215
59,0.12232878523513542,0.023072745772018215
60,0.12232878523513542,0.023072745772018215
61,0.12232878523513542,0.023072745772018215
62,0.12232878523513542,0.023072745772018215
63,0.12232878523513542,0.023072745772018215
64,0.12232878523513542,0.023072745772018215
65,0.12232878523513542,0.023072745772018215
66,0.12232878523513542,0.023072745772018215
67,0.12232878523513542,0.023072745772018215
68,0.12232878523513542,0.023072745772018215
69,0.12232878523513542,0.023072745772018215
70,0.12232878523513542,0.023072745772018215
71,0.12232878523513542,0.023072745772018215
72,0.12232878523513542,0.023072745772018215
73,0.12232878523513542,0.023072745772018215
74,0.12232878523513542,0.023072745772018215
75,0.12232878523513542,0.023072745772018215
76,0.12232878523513542,0.023072745772018215
77,0.12232878523513542,0.023072745772018215
78,0.12232878523513542,0.023072745772018215
79,0.12232878523513542,0.023072745772018215
80,0.12232878523513542,0.023072745772018215
81,0.12232878523513542,0.023072745772018215
82,0.12232878523513542,0.023072745772018215
83,0.12232878523513542,0.023072745772018215
84,0.12232878523513542,0.023072745772018215
85,0.12232878523513542,0.023072745772018215
86,0.12232878523513542,0.023072745772018215
87,0.12232878523513542,0.023072745772018215
88,0.12232878523513542,0.023072745772018215
89,0.12232878523513542,0.023072745772018215
90,0.12232878523513542,0.023072745772018215
91,0.12232878523513542,0.023072745772018215
92,0.12232878523513542,0.023072745772018215
93,0.12232878523513542,0.023072745772018215
94,0.12232878523513542,0.023072745772018215
95,0.12232878523513542,0.023072745772018215
96,0.12232878523513542,0.023072745772018215
97,0.12232878523513542,0.023072745772018215
98,0.12232878523513542,0.023072745772018215
99,0.12232878523513542,0.023072745772018215
100,0.12232878523513542,0.023072745772018215
101,0.12232878523513542,0.023072745772018215
102,0.12232878523513542,0.023072745772018215
103,0.12232878523513542,0.023072745772018215
104,0.12232878523513542,0.023072745772018215
105,0.12232878523513542,0.023072745772018215
106,0.12232878523513542,0.023072745772018215
107,0.12232878523513542,0.023072745772018215
108,0.12232878523513542,0.023072745772018215
109,0.12232878523513542,0.023072745772018215
110,0.12232878523513542,0.023072745772018215
111,0.12232878523513542,0.023072745772018215
112,0.12232878523513542,0.023072745772018215
113,0.12232878523513542,0.023072745772018215
114,0.12232878523513542,0.023072745772018215
115,0.12232878523513542,0.023072745772018215
116,0.12232878523513542,0.023072745772018215
117,0.12232878523513542,0.023072745772018215
118,0.12232878523513542,0.023072745772018215
119,0.12232878523513542,0.023072745772018215
120,0.12232878523513542,0.023072745772018215
